epoch,loss,mae,val_loss,val_mae
122,1652.954799107143,26.111012,809.0846964518229,16.206453
123,1617.6783854166667,25.843784,861.0345865885416,18.159891
124,1670.3331473214287,26.432285,797.3609110514323,15.761585
125,1708.1460484095983,27.573074,856.3572184244791,17.189054
126,1641.8848237537202,26.352571,798.6752319335938,15.7104225
127,1559.9091215587798,25.113503,792.974365234375,15.419895
128,1618.214622860863,26.021496,802.4783020019531,15.776328
129,1614.9955589657739,25.749441,798.6155395507812,15.971919
130,1636.2605910528273,25.872868,816.8446044921875,16.358637
131,1608.0492466517858,25.543663,794.1943969726562,15.75184
132,1615.8806791759673,25.684464,846.9116414388021,18.150076
133,1591.486328125,25.437435,837.3852742513021,17.724627
134,1591.7845342726935,25.48877,805.9590454101562,16.275885
135,1604.542224702381,25.742016,810.3070678710938,16.082407
136,1592.8675885881696,25.924068,794.9925130208334,15.673699
137,1611.7911318824404,26.117819,806.7913411458334,15.953245
138,1512.2503197079614,24.350138,844.2967936197916,17.694153
139,1570.1929175967261,25.324986,916.3780314127604,20.500381
140,1593.725318545387,25.909962,917.0848592122396,19.729218
141,1505.9251418340773,24.485846,861.1164754231771,18.655577
142,1616.063743954613,25.812693,907.9576822916666,19.547356
143,1694.849388485863,26.887007,963.681640625,21.685646
144,1599.3386928013392,25.461931,1045.5154622395833,24.275482
145,1573.3475864955358,25.124367,840.7524922688802,17.703651
146,1550.2252429780506,24.890787,872.6545206705729,18.81316
147,1648.605678013393,26.332115,1050.8896077473958,24.906359
148,1577.2677815755208,25.347317,900.1781412760416,20.183735
149,1541.818103608631,25.210978,1048.3157958984375,24.409119
150,1584.7343052455358,25.49788,906.02294921875,20.45486
151,1527.001976376488,24.601086,821.2472941080729,16.826633
152,1512.780029296875,24.604958,905.8684488932291,20.26358
153,1518.7365083240327,24.882318,846.0984090169271,17.731377
154,1494.5195021856398,24.728788,883.2035115559896,19.511862
155,1529.564953031994,24.957424,821.9003499348959,17.3447
156,1387.823939732143,22.967464,763.2237548828125,14.38993
157,1449.0184558686756,23.986887,760.5419311523438,14.492174
158,1550.0497523716517,25.433489,846.2395629882812,17.748169
159,1487.8469528924852,24.652067,779.4957784016927,15.392007
160,1453.7592482793898,24.046322,772.0211283365885,15.360657
161,1344.543215797061,22.73089,755.6016438802084,14.919527
162,1463.4796200706846,24.124765,773.6441243489584,15.110729
163,1412.9693312872023,23.84887,788.3351643880209,16.146353
164,1353.6499604724702,22.981981,811.4694010416666,16.808239
165,1508.0562337239583,24.990885,759.2000122070312,14.658717
166,1336.0283668154761,22.303593,751.3330078125,14.228337
167,1329.7313755580358,22.45811,815.5155537923177,17.069199
168,1404.3251023065477,23.357088,754.885508219401,14.480944
169,1455.8625023251489,23.890924,766.9380187988281,14.733931
170,1327.848423549107,22.800398,838.4583943684896,17.326534
171,1483.2782738095239,24.49675,760.7803243001302,14.806501
172,1307.1985444568452,22.082836,761.2871704101562,15.1879425
173,1317.0769333612352,22.51033,759.6832885742188,14.540569
174,1346.09375,22.602934,756.8856404622396,14.505098
175,1325.8453194754463,22.598341,770.5251261393229,14.999928
176,1378.5542689732142,23.553247,752.1377360026041,14.610312
177,1358.2144368489583,22.904285,863.70849609375,18.902092
178,1283.0833042689733,21.955519,850.0808817545573,18.968925
179,1315.307896205357,22.721308,800.9052734375,16.98872
180,1277.8067045665923,21.98914,824.7559407552084,17.76283
181,1383.5414109002977,23.22614,762.4432576497396,15.299523
182,1349.2471807570685,23.044811,750.9879150390625,15.161611
183,1281.506801060268,21.715672,752.7541300455729,15.0062275
184,1301.6335391090029,22.355947,746.4765014648438,14.86166
185,1378.826939174107,23.850555,914.2527262369791,20.850489
186,1303.7156808035713,22.284203,759.7676493326823,15.23899
187,1269.5325753348213,21.721533,749.1708374023438,14.301051
188,1301.4953322637648,22.002726,759.7464294433594,14.88814
189,1341.3002406529017,23.056953,746.3963216145834,14.644324
190,1300.7808663504463,21.992422,771.0096638997396,15.848225
191,1270.5895531063989,21.797419,741.960683186849,14.365173
192,1378.8169584728423,23.038177,740.4393513997396,14.570256
193,1298.0580996558779,22.187853,771.4735209147135,15.6996155
194,1345.8902413504463,22.622324,771.7166544596354,15.436624
195,1328.9868803478423,22.723969,740.252187093099,14.358256
196,1336.613746279762,22.904873,753.6506754557291,15.009746
197,1290.101585751488,22.283527,754.1437174479166,14.62156
198,1257.5905180431548,21.626884,732.8795776367188,13.852121
199,1291.0348539806548,22.353281,740.7198486328125,14.54844
200,1238.8080124627977,21.363127,724.4786173502604,13.8112335
201,1268.528343563988,21.703747,750.9582316080729,15.1414795
202,1288.2832961309523,22.193264,750.5192464192709,14.286421
203,1261.1040213448662,21.62473,729.1728820800781,13.804259
204,1288.8851957775298,22.114584,721.7985229492188,13.722933
205,1254.5874779110864,21.5936,722.6929117838541,13.868774
206,1297.3726864769346,22.272493,750.2223714192709,15.250005
207,1244.6533842540923,21.602566,744.5249430338541,14.915745
208,1391.117652529762,22.781265,726.2337849934896,13.80901
209,1290.2950962611608,22.12296,720.7498372395834,13.659019
210,1300.5933082217261,22.427303,718.6562805175781,13.455524
211,1299.0711204892114,22.64244,741.2787679036459,14.932552
212,1336.5327729724702,22.629608,718.0343424479166,13.825646
213,1261.7650495256696,21.713596,758.6599833170573,15.833101
214,1265.7726324172247,22.102339,721.9201354980469,13.4923725
215,1275.0292445591517,21.859465,731.682851155599,14.643777
216,1270.449695405506,21.84042,770.335683186849,16.285194
217,1275.8834112258185,22.095669,714.8079528808594,13.291627
218,1317.7078799293154,22.999294,790.611328125,17.602398
219,1314.553245907738,22.747934,763.1884562174479,16.536774
220,1256.5369466145833,21.904312,733.4412434895834,14.565303
221,1210.0761137462798,20.957535,748.1087951660156,15.489262
222,1278.4962390718006,21.91394,729.3953247070312,14.514317
223,1274.2237083798364,22.286224,703.2165120442709,13.260431
224,1273.4151030040923,21.987871,723.66845703125,14.013484
225,1348.237537202381,23.156511,746.7654215494791,15.589532
226,1266.9801548549108,22.011797,723.5068155924479,14.372264
227,1255.1024228050596,21.746758,726.7012329101562,14.3287945
228,1226.3873523530506,21.23944,709.9609680175781,13.643969
229,1303.7698451450892,22.32723,702.5054524739584,13.310226
230,1302.4422084263392,22.456455,707.3702799479166,13.663632
231,1279.3634149460565,22.494257,731.8481038411459,14.757799
232,1234.5360456194196,21.607683,705.2676188151041,13.824383
233,1281.0213216145833,22.356909,700.7900187174479,13.088579
234,1240.546107700893,21.010475,744.7530721028646,15.251611
235,1203.5879313151042,20.871492,713.3083699544271,13.900586
236,1228.8792840866815,21.440863,733.5518595377604,14.9429865
237,1239.2077055431548,21.301538,708.9322814941406,13.538464
238,1206.0597853887648,20.942265,779.7801513671875,17.50656
239,1292.4050234840029,22.41996,723.206532796224,14.724583
240,1236.3573288690477,21.287334,695.9269205729166,13.315009
241,1201.6502859933037,21.164234,720.3244222005209,15.125198
242,1184.564441499256,20.732065,724.8227945963541,15.044804
243,1229.6172340029761,21.708273,698.1025594075521,13.449543
244,1285.948718843006,22.298319,702.6468505859375,13.5958605
245,1194.3067220052083,20.936056,712.837890625,14.197467
246,1385.7068626767114,23.4676,742.4244791666666,15.403661
247,1348.4649483816963,23.151443,727.4225667317709,15.403475
248,1267.0463402157739,22.096481,787.301259358724,17.263067
249,1177.7951369512648,20.532448,762.3719685872396,16.01648
250,1268.9820672898065,22.22017,697.5486043294271,13.955503
251,1242.6964285714287,21.814312,684.6023356119791,13.445253
252,1258.2830868675596,22.26399,702.8789571126302,14.0471
253,1214.2517147972471,21.553148,690.6991780598959,13.132748
254,1173.8792492094494,20.789078,683.6337483723959,13.3904915
255,1151.0712832496279,20.65973,677.0877787272135,13.161398
256,1157.7719203404017,20.726864,682.2577718098959,13.577925
257,1145.8524809337798,20.4678,679.5766805013021,14.121287
258,1126.5307907831102,20.322159,667.3996378580729,13.730526
259,1102.2153843470983,19.790808,671.7432454427084,14.286148
260,1136.393333798363,20.858154,703.0323384602865,15.013728
261,1127.1200125558037,20.834064,666.2970987955729,14.154808
262,1140.7049357096355,20.876793,671.2699178059896,14.331465
263,1120.6831810360864,20.792067,705.3439331054688,16.633842
264,1199.4429001581102,22.008371,649.8309529622396,14.219136
265,1090.2594459170386,20.3072,629.0927734375,13.787968
266,1138.5716436476935,21.144974,628.6919148763021,13.658158
267,1083.2838657924108,20.173832,615.5211893717448,13.596483
268,1119.7601725260417,21.094872,631.9813639322916,14.017803
269,1128.3983328683037,21.334503,635.9288940429688,13.760205
270,1074.0312906901042,20.66326,603.0999552408854,13.427435
271,1086.661629813058,20.801918,608.0029703776041,13.311142
272,1085.3507428850446,20.974972,591.5401407877604,13.185516
273,1106.1541166759673,20.845812,599.3899637858073,13.836598
274,1052.607686360677,20.235294,595.9880981445312,13.779916
275,1066.2301316034227,20.673681,579.6283569335938,13.652519
276,1059.3075183686756,20.511572,605.2170206705729,14.446233
277,1063.7211216517858,20.774536,606.4845581054688,14.888502
278,995.2239699590774,19.774899,635.8113911946615,15.48116
279,1013.6623070126489,20.038687,687.1941426595052,17.036444
280,1059.5833565848213,20.771706,578.983144124349,14.042576
281,1060.4463646298364,21.049473,556.3408711751302,13.371129
282,1009.1034226190476,19.920404,568.4444376627604,13.365782
283,1008.902582077753,20.30157,532.8037618001302,12.219946
284,960.0684581938244,19.403471,541.0169881184896,12.619288
285,1053.3453717912946,20.975405,538.1762186686198,12.811451
286,934.7155093238467,18.844082,554.331797281901,13.779577
287,978.9413771856399,19.553226,547.847890218099,13.25597
288,954.681413922991,19.635117,517.0553944905599,12.110429
289,953.1475946335565,19.572165,526.9769592285156,12.675736
290,976.6319521949405,19.969461,516.3144734700521,12.395684
291,928.5602097284226,19.092197,514.6649983723959,12.722042
292,967.0797119140625,19.663366,613.2604166666666,16.567106
293,899.1858287992932,18.563017,529.7959798177084,13.073005
294,941.7784191313244,19.405697,524.6412556966146,13.307382
295,1032.1192220052083,20.612846,515.6594645182291,13.0612955
296,949.153820219494,19.449535,587.9693806966146,15.7598505
297,924.141619001116,19.087528,564.0819396972656,14.889562
298,923.2392723446801,19.092777,574.571767171224,16.071716
299,955.7566615513393,19.49986,560.8389485677084,15.753457
